,player,nationality,team,position,birth_year,games,games_starts,minutes,goals,assists,cards_yellow,cards_red,xg,xg_assist,progressive_carries_x,progressive_passes_x,progressive_passes_received_x,goals_per90,assists_per90,xg_per90,xg_assist_per90,gk_goals_against_per90,gk_save_pct,gk_clean_sheets_pct,gk_pens_save_pct,shots_on_target_pct,shots_on_target_per90,goals_per_shot,average_shot_distance,passes_completed,passes_pct,passes_total_distance,passes_pct_short,passes_pct_medium,passes_pct_long,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes_y,sca,sca_per90,gca,gca_per90,tackles,tackles_won,challenges,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,take_ons,take_ons_won,take_ons_tackled,carries,carries_progressive_distance,progressive_carries_y,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received_y,fouls,fouled,offsides,crosses,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,price,skill/pot
235,Sammie Szmodics,IRL,Ipswich Town,"FW,MF",30,19,13,979.0,4,0,2,0,3.4,0.2,16,18,46,0.37,0.00,0.31,0.02,,,,,57.1,1.10,0.19,14.0,144,74.2,2402,87.0,84.4,51.7,4,10,4,1,18,9,0.83,0,0.00,15,9,23,17,10,2,8,6,309,17,80,119,116,33,12,4,6,174,399,16,8,7,24,17,189,46,9,8,8,13,41,6,11,35.3,€14.1M,61.3/61.3
236,Sander Berge,NOR,Fulham,MF,27,28,24,2091.0,0,0,5,0,0.2,0.6,27,116,8,0.00,0.00,0.01,0.03,,,,,0.0,0.00,0.00,7.6,1017,91.4,18059,91.7,94.6,83.5,17,105,4,0,116,41,1.76,2,0.09,48,28,37,12,26,8,18,20,1291,76,354,737,206,13,20,11,6,754,1856,27,22,2,12,15,836,8,29,8,0,3,118,27,20,57.4,€27.8M,72.4/72.7
237,Sandro Tonali,ITA,Newcastle Utd,MF,25,33,25,2360.0,3,2,5,0,3.7,1.4,34,116,48,0.11,0.08,0.14,0.05,,,,,31.3,0.38,0.09,19.6,1136,83.5,17948,89.8,87.0,61.8,20,91,26,4,116,61,2.32,8,0.30,47,30,44,22,32,10,22,33,1624,63,372,896,382,41,35,19,13,878,2037,34,34,5,27,23,1127,48,36,44,2,31,163,12,11,52.2,€52.9M,78.0/82.3
238,Santiago Bueno,URU,Wolves,DF,27,28,18,1683.0,0,0,2,0,0.4,0.0,1,28,1,0.00,0.00,0.02,0.00,,,,,50.0,0.16,0.00,14.0,741,88.0,13598,92.5,93.9,56.0,0,24,2,0,28,12,0.64,4,0.21,40,21,22,5,35,20,15,15,1023,169,520,485,21,6,4,0,4,555,1430,1,2,0,2,2,660,1,26,5,0,0,43,35,31,53.0,€11.2M,68.6/71.2
239,Saša Lukić,SRB,Fulham,MF,29,28,26,2169.0,0,2,12,0,1.2,2.6,37,92,29,0.00,0.08,0.05,0.11,,,,,11.8,0.08,0.00,20.1,1027,87.7,17364,91.9,92.0,70.3,23,97,15,6,92,50,2.08,3,0.12,66,37,53,32,19,7,12,26,1394,50,303,797,307,18,17,8,5,775,2083,37,39,4,22,8,897,29,62,26,0,55,107,18,24,42.9,€12.1M,72.1/72.1
240,Sepp van den Berg,NED,Brentford,DF,24,28,26,2316.0,0,0,2,0,1.7,0.5,10,71,27,0.00,0.00,0.07,0.02,,,,,31.3,0.19,0.00,10.6,959,84.7,16623,87.7,89.2,62.9,5,58,3,1,71,22,0.85,2,0.08,37,22,27,9,50,36,14,20,1431,252,730,546,159,42,7,4,3,636,1663,10,9,1,14,7,809,27,20,5,1,7,87,84,66,56.0,€26.4M,71.5/79.4
241,Simon Adingra,CIV,Brighton,"FW,MF",23,26,10,956.0,2,1,0,0,2.2,1.8,37,14,119,0.19,0.09,0.21,0.17,,,,,28.0,0.66,0.08,16.2,255,76.1,3699,87.0,74.0,55.6,13,5,12,5,14,39,3.68,7,0.66,23,14,22,12,12,0,12,8,488,8,63,158,272,64,48,21,27,324,1042,37,17,20,35,11,341,119,11,3,2,35,41,6,3,66.7,€34M,67.6/75.0
242,Stefan Ortega,GER,Manchester City,GK,33,13,12,1100.0,0,0,1,0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,1.47,68.0,25.0,0.0,,0.00,,,373,81.3,8327,97.1,96.9,51.3,0,6,0,0,0,0,0.00,0,0.00,0,0,1,1,0,0,0,0,492,383,489,3,0,0,0,0,0,323,864,0,0,0,0,0,309,0,1,2,0,0,8,2,0,100.0,€5.8M,61.7/61.7
243,Stephy Mavididi,ENG,Leicester City,FW,27,30,16,1615.0,4,1,2,0,1.8,2.6,91,57,138,0.22,0.06,0.10,0.15,,,,,26.9,0.39,0.15,16.1,460,75.0,6191,91.1,67.4,41.9,22,32,26,7,57,50,2.78,7,0.39,34,19,42,28,26,2,24,11,863,23,132,327,421,61,95,35,47,583,2355,91,40,27,39,35,623,138,18,18,3,69,83,9,15,37.5,€12.9M,66.8/70.1
244,Sávio,BRA,Manchester City,"FW,MF",21,27,21,1734.0,1,8,3,0,4.9,6.8,133,66,239,0.05,0.42,0.25,0.35,,,,,38.9,1.09,0.02,17.7,676,80.9,10078,89.8,80.1,57.4,44,19,47,8,66,107,5.55,15,0.78,22,16,18,9,13,2,11,6,1071,14,55,281,754,149,111,51,39,766,3494,133,44,73,42,37,834,239,17,27,3,81,79,1,2,33.3,€74.8M,77.8/91.6
245,Taylor Harwood-Bellis,ENG,Southampton,DF,23,32,30,2654.0,1,0,9,0,1.8,1.0,29,119,9,0.03,0.00,0.06,0.03,,,,,40.0,0.27,0.05,10.6,1807,87.9,33577,92.9,91.8,64.4,14,171,10,1,119,37,1.25,2,0.07,27,19,34,15,60,38,22,30,2349,313,1089,1092,178,40,3,3,0,1361,3731,29,27,0,15,5,1704,9,34,14,0,10,120,56,42,57.1,€29.9M,66.9/79.9
246,Thomas Partey,GHA,Arsenal,"MF,DF",32,32,28,2527.0,4,2,4,0,2.0,1.9,32,171,47,0.14,0.07,0.07,0.07,,,,,30.4,0.25,0.17,19.5,1525,87.3,24370,92.9,88.6,66.4,17,151,33,2,171,58,2.07,13,0.46,80,49,72,28,25,7,18,33,1989,66,418,1098,485,28,33,22,9,1125,3235,32,37,3,22,16,1416,47,40,28,1,12,123,26,22,54.2,€15.2M,77.2/77.2
247,Timothy Castagne,BEL,Fulham,DF,30,24,17,1649.0,0,1,1,0,0.4,1.2,17,62,67,0.00,0.05,0.02,0.07,,,,,37.5,0.16,0.00,14.0,780,81.8,12441,89.8,85.9,49.3,9,51,5,3,62,25,1.36,3,0.16,46,29,45,19,15,6,9,22,1164,92,449,462,259,32,12,5,5,547,1044,17,15,2,15,5,665,67,15,6,1,37,57,34,35,49.3,€17.4M,75.9/75.9
248,Tomáš Souček,CZE,West Ham,MF,30,32,27,2330.0,8,1,8,0,6.0,1.0,6,70,64,0.31,0.04,0.23,0.04,,,,,26.9,0.54,0.15,12.1,652,73.7,10890,79.6,76.4,68.9,14,59,8,1,70,43,1.66,3,0.12,42,20,39,17,36,17,19,18,1165,110,314,577,279,98,12,6,6,443,464,6,10,3,17,12,692,64,44,24,4,13,57,95,68,58.3,€23.2M,75.6/75.6
249,Tosin Adarabioyo,ENG,Chelsea,DF,28,20,13,1229.0,1,1,3,0,0.9,0.2,5,37,1,0.07,0.07,0.07,0.02,,,,,16.7,0.15,0.08,12.5,988,91.4,18105,95.7,94.9,61.1,1,53,1,0,37,12,0.88,1,0.07,14,10,12,4,9,7,2,10,1198,160,570,603,26,13,5,4,0,713,1690,5,2,0,3,0,916,1,8,6,1,0,34,36,26,58.1,€24.3M,74.1/74.1
250,Toti Gomes,POR,Wolves,DF,26,28,27,2344.0,0,1,6,0,0.7,0.9,21,67,15,0.00,0.04,0.03,0.04,,,,,28.6,0.08,0.00,11.6,1272,85.1,21197,91.3,92.4,49.3,9,72,5,3,67,20,0.77,1,0.04,53,38,37,7,28,17,11,23,1772,207,847,851,95,15,28,19,7,1028,2641,21,18,0,16,13,1202,15,23,14,4,13,100,48,24,66.7,€18.6M,70.6/72.1
251,Trent Alexander-Arnold,ENG,Liverpool,DF,27,31,28,2296.0,3,6,5,0,1.8,6.7,50,221,90,0.12,0.24,0.07,0.26,,,,,18.6,0.31,0.07,23.3,1394,73.6,26638,89.8,76.1,48.6,50,198,63,21,221,94,3.68,10,0.39,70,49,102,54,26,9,17,30,2170,86,578,974,632,44,32,14,16,1135,2778,50,35,9,19,15,1381,90,11,8,1,146,129,3,13,18.8,€55.8M,85.3/87.4
252,Trevoh Chalobah,ENG,Crystal Palace,DF,26,12,12,1060.0,3,0,1,0,1.2,0.4,11,34,6,0.25,0.00,0.10,0.03,,,,,36.4,0.34,0.27,15.1,349,79.0,6831,88.7,85.2,51.2,4,27,2,1,34,11,0.93,0,0.00,20,16,23,11,19,9,10,19,594,66,275,276,51,14,10,6,2,278,661,11,9,1,4,7,317,6,10,15,1,7,56,22,19,53.7,€20.1M,75.2/78.8
253,Tyler Adams,USA,Bournemouth,MF,26,25,18,1710.0,0,3,7,0,1.6,1.0,12,65,9,0.00,0.16,0.08,0.05,,,,,25.0,0.11,0.00,16.1,757,83.6,11872,88.7,88.0,54.7,16,57,2,1,65,37,1.95,4,0.21,75,46,66,31,33,10,23,32,1151,53,308,661,194,17,16,3,9,554,1183,12,17,1,27,12,630,9,41,19,0,3,100,29,17,63.0,€24.4M,72.9/75.9
254,Tyler Dibling,ENG,Southampton,"FW,MF",19,31,18,1742.0,2,0,6,0,2.5,1.5,68,61,93,0.10,0.00,0.13,0.08,,,,,32.1,0.46,0.07,19.3,472,80.7,7050,90.2,85.1,43.5,20,25,20,1,61,56,2.89,4,0.21,34,20,26,10,19,5,14,8,823,25,110,372,360,41,104,44,38,533,2129,68,49,26,41,53,617,93,28,49,2,28,75,10,21,32.3,€32.7M,53.3/81.5
255,Tyrick Mitchell,ENG,Crystal Palace,DF,26,34,34,2852.0,0,4,2,0,1.2,5.6,56,62,160,0.00,0.13,0.04,0.18,,,,,18.2,0.06,0.00,13.4,904,72.2,14514,84.3,74.5,42.3,37,45,31,14,62,66,2.08,5,0.16,85,52,41,20,62,12,50,14,1614,104,560,615,452,42,31,13,15,742,1555,56,33,9,35,28,827,160,20,22,2,97,152,18,21,46.2,€24.6M,80.7/83.8
256,Tyrone Mings,ENG,Aston Villa,DF,32,13,11,1051.0,0,0,1,0,0.8,0.2,6,39,0,0.00,0.00,0.07,0.02,,,,,11.1,0.09,0.00,11.8,581,88.6,10405,92.7,94.3,54.0,3,47,5,0,39,17,1.45,2,0.17,6,5,2,0,13,11,2,7,767,139,388,340,43,15,2,2,0,472,1333,6,12,0,3,1,523,0,3,9,0,1,33,26,21,55.3,€5.8M,69.5/69.5
257,Valentino Livramento,ENG,Newcastle Utd,DF,23,34,29,2570.0,0,1,1,0,0.2,2.3,73,144,98,0.00,0.04,0.01,0.08,,,,,20.0,0.04,0.00,20.6,1278,85.0,18914,90.6,86.3,57.0,21,98,24,5,144,39,1.37,2,0.07,52,34,56,26,34,10,24,21,1796,108,572,822,427,33,48,21,20,934,2984,73,39,11,26,34,1040,98,6,34,2,45,173,23,31,42.6,€49.3M,73.6/84.3
258,Virgil van Dijk,NED,Liverpool,DF,34,35,35,3150.0,3,1,4,0,2.3,0.7,18,179,6,0.09,0.03,0.07,0.02,,,,,29.6,0.23,0.11,13.0,2535,91.6,46209,96.1,95.5,67.1,12,269,6,0,179,47,1.34,4,0.11,35,17,20,9,25,14,11,53,3117,420,1249,1718,159,48,5,3,2,1736,4519,18,21,3,9,5,2151,6,16,12,0,1,110,111,46,70.7,€24.3M,79.8/80.3
259,Vitaliy Mykolenko,UKR,Everton,DF,26,32,32,2812.0,0,1,3,0,0.4,1.6,31,105,90,0.00,0.03,0.01,0.05,,,,,0.0,0.00,0.00,20.5,908,74.4,15184,89.0,74.2,44.7,20,96,37,22,105,38,1.22,3,0.10,55,33,51,25,24,9,15,37,1541,115,480,656,416,30,20,8,9,636,1432,31,27,1,21,10,783,90,20,28,3,91,79,46,36,56.1,€33.5M,75.7/77.8
260,Vitaly Janelt,GER,Brentford,MF,27,32,27,2254.0,1,3,3,0,0.8,2.2,17,80,38,0.04,0.12,0.03,0.09,,,,,28.6,0.16,0.07,17.7,872,82.5,14466,90.6,85.4,55.9,14,78,23,7,80,32,1.28,3,0.12,38,22,36,15,33,9,24,27,1289,118,418,574,306,32,12,3,7,652,1278,17,18,3,16,10,814,38,24,15,1,30,107,19,11,63.3,€27.1M,77.0/77.8
261,Wes Burns,WAL,Ipswich Town,"FW,DF",31,18,12,926.0,0,1,1,0,0.5,1.6,38,8,65,0.00,0.10,0.05,0.16,,,,,14.3,0.10,0.00,18.3,153,60.5,2416,80.4,65.4,38.9,10,8,8,7,8,16,1.55,1,0.10,13,11,10,6,7,2,5,10,350,21,69,129,160,18,24,9,14,216,696,38,13,10,17,13,220,65,4,11,0,46,50,8,21,27.6,€2.1M,64.4/64.4
262,Wesley Fofana,FRA,Chelsea,DF,25,14,14,1172.0,0,0,7,0,0.4,0.4,19,32,4,0.00,0.00,0.03,0.03,,,,,0.0,0.00,0.00,10.6,724,90.2,12262,93.9,92.5,61.9,6,54,1,0,32,15,1.15,0,0.00,13,12,14,8,14,9,5,14,933,81,370,523,55,10,15,8,3,557,1614,19,12,1,16,5,665,4,24,16,0,1,54,27,12,69.2,€30.3M,72.6/77.7
263,Wilfred Ndidi,NGA,Leicester City,MF,29,26,26,2147.0,0,4,8,0,2.0,1.8,17,65,75,0.00,0.17,0.09,0.08,,,,,36.4,0.34,0.00,13.9,775,80.3,11104,87.0,82.1,54.5,15,62,10,3,65,27,1.13,3,0.13,81,50,54,27,47,19,28,26,1298,113,430,634,246,60,32,13,17,628,1029,17,23,2,34,33,772,75,39,17,3,30,121,55,55,50.0,€20.3M,69.3/70.8
264,Will Hughes,ENG,Crystal Palace,MF,30,29,21,1869.0,0,3,11,0,1.0,2.7,18,82,24,0.00,0.14,0.05,0.13,,,,,5.3,0.05,0.00,22.6,658,76.1,10532,88.6,82.7,36.7,29,69,14,3,82,61,2.94,6,0.29,61,33,59,32,29,14,15,19,1070,41,253,551,278,14,14,4,6,469,1120,18,22,1,19,24,594,24,60,30,0,65,107,17,17,50.0,€11.1M,72.5/72.5
265,William Saliba,FRA,Arsenal,DF,24,33,33,2904.0,2,0,2,1,2.3,0.9,16,134,6,0.06,0.00,0.07,0.03,,,,,33.3,0.06,0.33,5.4,2320,94.2,39927,95.7,96.0,79.9,7,175,6,0,134,26,0.81,1,0.03,60,36,27,6,24,15,9,21,2717,178,1072,1519,141,18,19,12,6,1675,4013,16,17,1,18,7,2056,6,28,17,1,3,146,58,35,62.4,€79.5M,88.9/96.7
266,Wout Faes,BEL,Leicester City,DF,27,31,27,2545.0,1,0,4,0,1.4,0.1,12,80,1,0.04,0.00,0.05,0.00,,,,,9.1,0.04,0.09,10.0,1252,87.7,23226,93.8,95.0,53.7,4,79,6,0,80,17,0.60,0,0.00,39,23,43,20,45,33,12,26,1735,277,852,824,67,26,6,5,1,1011,2703,12,13,2,16,6,1154,1,21,10,1,5,87,41,34,54.7,€25M,67.2/70.8
267,Yankuba Minteh,GAM,Brighton,"FW,MF",21,29,17,1587.0,6,4,6,0,4.0,4.7,71,40,163,0.34,0.23,0.22,0.27,,,,,50.0,0.85,0.20,13.5,297,62.3,4794,78.3,61.9,47.5,25,13,29,8,40,54,3.07,11,0.62,45,32,45,28,20,0,20,11,723,30,129,204,408,121,84,40,37,410,1768,71,19,56,44,21,423,163,20,10,4,76,75,16,32,33.3,€42.6M,74.0/85.6
268,Yasin Ayari,SWE,Brighton,MF,22,31,19,1759.0,1,1,3,0,2.2,2.2,30,69,59,0.05,0.05,0.11,0.11,,,,,28.0,0.36,0.04,19.0,713,81.2,10693,91.5,84.7,37.1,28,52,17,4,69,58,2.97,6,0.31,54,29,51,30,23,6,17,20,1119,52,247,569,320,43,41,17,15,585,1398,30,25,6,34,21,716,59,33,23,3,64,107,14,20,41.2,€21.4M,67.1/79.5
269,Yehor Yarmoliuk,UKR,Brentford,MF,21,28,12,1196.0,0,0,5,0,0.6,0.9,15,52,43,0.00,0.00,0.05,0.07,,,,,22.2,0.15,0.00,15.9,535,85.5,9309,86.4,88.4,83.8,9,62,7,4,52,22,1.66,2,0.15,39,24,46,23,24,7,17,10,795,52,218,413,179,15,21,10,9,412,748,15,17,3,24,16,493,43,13,9,2,16,92,8,7,53.3,€18M,65.9/75.9
270,Yoane Wissa,COD,Brentford,FW,29,32,31,2650.0,18,3,2,0,16.2,1.8,51,57,135,0.61,0.10,0.55,0.06,,,,,46.3,1.26,0.23,13.3,409,76.2,5942,85.1,75.5,57.8,23,41,9,1,57,61,2.07,8,0.27,22,12,27,16,29,8,21,8,851,32,130,349,387,147,45,13,23,498,1453,51,23,28,70,29,600,135,28,47,14,20,67,29,34,46.0,€31.4M,76.7/76.7
271,Youri Tielemans,BEL,Aston Villa,MF,28,35,35,2997.0,3,7,4,0,3.1,6.9,39,234,48,0.09,0.21,0.09,0.21,,,,,31.6,0.36,0.08,20.3,1679,82.1,28817,89.7,87.4,54.1,59,228,37,4,234,119,3.57,12,0.36,83,57,73,33,37,16,21,22,2361,100,472,1357,557,42,60,31,18,1275,2541,39,26,9,30,29,1654,48,41,56,0,118,145,22,18,55.0,€41.5M,79.1/79.9
272,Yukinari Sugawara,JPN,Southampton,"DF,MF",25,29,15,1467.0,1,1,4,0,0.5,2.2,32,68,76,0.06,0.06,0.03,0.14,,,,,38.5,0.31,0.08,19.2,689,79.9,10831,88.2,82.9,47.9,17,43,21,9,68,39,2.39,1,0.06,29,16,30,12,17,7,10,10,1023,61,306,395,327,29,20,9,10,553,1354,32,15,7,18,4,692,76,15,9,4,69,40,5,9,35.7,€15.7M,65.6/72.2
273,Yves Bissouma,MLI,Tottenham,MF,29,25,16,1300.0,2,0,7,0,0.6,0.3,15,72,3,0.14,0.00,0.04,0.02,,,,,36.4,0.28,0.18,23.6,717,89.2,10842,92.7,92.9,63.8,6,59,10,1,72,15,1.04,0,0.00,47,29,33,15,9,6,3,15,983,63,284,554,151,5,22,7,15,577,1527,15,17,0,25,14,670,3,23,18,0,2,78,5,7,41.7,€29.8M,71.4/71.7
274,Álex Moreno,ESP,Nott'ham Forest,"DF,MF",32,15,11,955.0,0,1,2,0,0.2,1.3,26,34,34,0.00,0.09,0.02,0.12,,,,,0.0,0.00,0.00,23.7,308,72.0,4574,87.6,64.2,35.0,8,25,9,2,34,16,1.51,2,0.19,25,18,39,24,11,5,6,15,559,60,210,202,158,8,21,8,8,229,864,26,16,4,13,6,258,34,12,6,0,19,50,3,11,21.4,€11M,68.5/69.2
275,İlkay Gündoğan,GER,Manchester City,MF,35,31,23,2050.0,0,5,1,0,2.7,2.8,57,115,86,0.00,0.22,0.12,0.12,,,,,20.0,0.22,0.00,18.3,1408,89.3,21666,94.4,91.9,62.9,37,97,21,2,115,74,3.25,11,0.48,24,13,23,13,14,0,14,13,1748,43,256,848,664,60,35,16,13,1035,2813,57,52,9,27,24,1366,86,15,21,0,57,105,13,11,54.2,€12.1M,81.2/81.2
276,Łukasz Fabiański,POL,West Ham,GK,40,13,12,1070.0,0,0,2,0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,1.68,74.6,16.7,0.0,,0.00,,,304,67.0,8756,100.0,99.3,41.3,0,4,0,0,0,3,0.25,0,0.00,0,0,1,1,0,0,0,0,488,382,483,5,0,0,2,2,0,258,845,0,0,0,0,0,227,0,2,1,0,0,5,2,1,66.7,€0.9M,64.4/64.4
